"","subID","cultureEA","avatar_ori","prac1","prac1_rt_Page.Submit","raw1","raw1_rt_Page.Submit","raw2","raw2_rt_Page.Submit","raw3","seq3_rt_Page.Submit","raw4","raw4_rt_Page.Submit","raw5","raw5_rt_Page.Submit","raw6","raw6_rt_Page.Submit","raw7","raw7_rt_Page.Submit","raw8","raw8_rt_Page.Submit","raw9","raw9_rt_Page.Submit","raw10","raw10_rt_Page.Submit","raw11","raw11_rt_Page.Submit","raw12","raw12_rt_Page.Submit","raw13","raw13_rt_Page.Submit","raw14","raw14_rt_Page.Submit","raw15","raw15_rt_Page.Submit","raw16","raw16_rt_Page.Submit","raw17","raw17_rt_Page.Submit","raw18","raw18_rt_Page.Submit","raw19","raw19_rt_Page.Submit","raw20","raw20_rt_Page.Submit","raw21","raw21_rt_Page.Submit","raw22","raw22_rt_Page.Submit","raw23","raw23_rt_Page.Submit","raw24","raw24_rt_Page.Submit","raw25","raw25_rt_Page.Submit","raw26","raw26_rt_Page.Submit","raw27","raw27_rt_Page.Submit","raw28","raw28_rt_Page.Submit","raw29","raw29_rt_Page.Submit","raw30","raw30_rt_Page.Submit","raw31","raw31_rt_Page.Submit","raw32","raw32_rt_Page.Submit","raw33","raw33_rt_Page.Submit","raw34","raw34_rt_Page.Submit","raw35","raw35_rt_Page.Submit","raw36","raw36_rt_Page.Submit","vale1","arou1","trait1_Competent","trait1_Trustworthy","trait1_FinanciallyNeedy","trait1_Dominant","trait1_Selfish","trait1_Friendly","trait1_aGoodPerson","vale2","arou2","trait2_Competent","trait2_Trustworthy","trait2_FinanciallyNeedy","trait2_Dominant","trait2_Selfish","trait2_Friendly","trait2_aGoodPerson","vale3","arou3","trait3_Competent","trait3_Trustworthy","trait3_FinanciallyNeedy","trait3_Dominant","trait3_Selfish","trait3_Friendly","trait3_aGoodPerson","vale4","arou4","trait4_Competent","trait4_Trustworthy","trait4_FinanciallyNeedy","trait4_Dominant","trait4_Selfish","trait4_Friendly","trait4_aGoodPerson","vale5","arou5","trait5_Competent","trait5_Trustworthy","trait5_FinanciallyNeedy","trait5_Dominant","trait5_Selfish","trait5_Friendly","trait5_aGoodPerson","vale6","arou6","trait6_Competent","trait6_Trustworthy","trait6_FinanciallyNeedy","trait6_Dominant","trait6_Selfish","trait6_Friendly","trait6_aGoodPerson","vale7","arou7","trait7_Competent","trait7_Trustworthy","trait7_FinanciallyNeedy","trait7_Dominant","trait7_Selfish","trait7_Friendly","trait7_aGoodPerson","vale8","arou8","trait8_Competent","trait8_Trustworthy","trait8_FinanciallyNeedy","trait8_Dominant","trait8_Selfish","trait8_Friendly","trait8_aGoodPerson","vale9","arou9","trait9_Competent","trait9_Trustworthy","trait9_FinanciallyNeedy","trait9_Dominant","trait9_Selfish","trait9_Friendly","trait9_aGoodPerson","vale10","arou10","trait10_Competent","trait10_Trustworthy","trait10_FinanciallyNeedy","trait10_Dominant","trait10_Selfish","trait10_Friendly","trait10_aGoodPerson","vale11","arou11","trait11_Competent","trait11_Trustworthy","trait11_FinanciallyNeedy","trait11_Dominant","trait11_Selfish","trait11_Friendly","trait11_aGoodPerson","vale12","arou12","trait12_Competent","trait12_Trustworthy","trait12_FinanciallyNeedy","trait12_Dominant","trait12_Selfish","trait12_Friendly","trait12_aGoodPerson","vale13","arou13","trait13_Competent","trait13_Trustworthy","trait13_FinanciallyNeedy","trait13_Dominant","trait13_Selfish","trait13_Friendly","trait13_aGoodPerson","vale14","arou14","trait14_Competent","trait14_Trustworthy","trait14_FinanciallyNeedy","trait14_Dominant","trait14_Selfish","trait14_Friendly","trait14_aGoodPerson","vale15","arou15","trait15_Competent","trait15_Trustworthy","trait15_FinanciallyNeedy","trait15_Dominant","trait15_Selfish","trait15_Friendly","trait15_aGoodPerson","vale16","arou16","trait16_Competent","trait16_Trustworthy","trait16_FinanciallyNeedy","trait16_Dominant","trait16_Selfish","trait16_Friendly","trait16_aGoodPerson","vale17","arou17","trait17_Competent","trait17_Trustworthy","trait17_FinanciallyNeedy","trait17_Dominant","trait17_Selfish","trait17_Friendly","trait17_aGoodPerson","vale18","arou18","trait18_Competent","trait18_Trustworthy","trait18_FinanciallyNeedy","trait18_Dominant","trait18_Selfish","trait18_Friendly","trait18_aGoodPerson","r1_1","r1_2","r1_3","r1_4","r1_5","r1_6","r1_7","r1_8","r1_9","r1_10","r2_1","r2_2","r2_3","r2_4","r2_5","r2_6","r2_7","r2_8","r2_9","r2_10","r3_1","r3_2","r3_3","r3_4","r3_5","r3_6","r3_7","r3_8","r3_9","r3_10","r4_1","r4_2","r4_3","r4_4","r4_5","r4_6","r4_7","r4_8","r4_9","i1_1","i1_2","i1_3","i1_4","i1_5","i1_6","i1_7","i1_8","i1_9","i1_10","i2_1","i2_2","i2_3","i2_4","i2_5","i2_6","i2_7","i2_8","i2_9","i2_10","i3_1","i3_2","i3_3","i3_4","i3_5","i3_6","i3_7","i3_8","i3_9","i3_10","i4_1","i4_2","i4_3","i4_4","i4_5","i4_6","i4_7","i4_8","i4_9","value_1","value_2","value_3","value_4","value_5","value_6","value_7","value_8","value_9","iri1","iri2","iri3","iri4","iri5","iri6","iri7","iri8","iri9","iri10","iri11","iri12","iri13","iri14","iri15","iri16","iri17","iri18","iri19","iri20","iri21","iri22","iri23","iri24","iri25","iri26","iri27","iri28","tipi_1","tipi_2","tipi_3","tipi_4","tipi_5","tipi_6","tipi_7","tipi_8","tipi_9","tipi_10","age","Q509","Q509_8_TEXT","gender","gender_3_TEXT","sexualpref","sexualpref_5_TEXT","born1","born1_txt","raise1","raise1_txt","born2","born2_txt","raise2","raise2_txt","ethni2","ethni2_txt","born3","born3_txt","raise3","raise3_txt","ethni3","ethni3_txt","born4","born4_txt","raise4","raise4_txt","born5","born5_txt","raise5","raise5_txt","born6","born6_txt","raise6","raise6_txt","born7","born7_txt","raise7","raise7_txt","econ1","econ2","econ2_6_TEXT","ladder1","ladder2","famises1","famises2","econinde","selfses1","selfses2","didbefore","didbefore_","order","famises2_numbered","selfses2_numbered","gender_nonfemale","sexualpref_nonhetero","ethn_nonmajority","exclude_age","exclude_sd"
"112","R_3KCN9Q9qj9IOodP",0,"4-c","NT$0","36.219",2,8.094,2,4.015,0,"2.251",0,2.528,0,4.143,2,3.063,0,1.419,2,1.997,1,2.267,2,1.98,2,1.689,0,22.761,1,16.555,0,2.207,2,2.946,0,2.571,0,3.65,0,2.689,0,1.757,0,1.714,3,2.058,0,2.222,1,1.6,0,2.483,0,2.257,2,3.861,1,3.727,0,8.975,1,4.231,0,7.587,0,4.611,0,41.232,0,14.487,0,6.428,0,4.474,0,3.753,5,3,4,4,4,4,4,5,5,3,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,5,6,4,4,5,4,4,4,6,6,3,1,4,4,4,4,4,3,3,5,2,4,4,4,4,4,5,5,5,3,4,4,4,4,4,5,5,4,1,4,4,4,4,4,4,4,5,2,4,4,4,4,4,5,5,5,3,4,4,4,4,4,5,5,3,1,4,4,4,4,4,4,4,5,2,4,4,4,4,4,5,5,5,3,4,4,4,4,4,5,5,4,1,4,4,4,4,4,4,4,5,2,4,4,4,4,4,5,5,6,4,4,5,4,4,4,6,6,3,1,4,4,4,4,4,3,4,5,2,4,4,4,4,4,5,5,4,2,2,3,3,4,2,2,4,3,1,3,1,3,3,1,1,2,2,1,4,3,3,2,2,1,3,4,4,4,1,4,1,1,2,2,1,4,2,5,1,1,1,3,4,3,2,5,1,2,1,5,1,5,1,2,1,5,1,5,1,3,1,3,1,5,4,4,4,1,5,1,1,1,1,1,1,1,3,4,1,1,3,2,2,1,0,3,5,2,2,4,4,2,4,4,3,4,3,3,1,2,1,4,1,3,3,4,4,1,2,3,1,1,3,6,4,5,3,5,5,6,5,5,5,20,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","中華民國大陸地區","No","中華民國大陸地區","Yes","Have taken some classes in Economics","",5,7,"Middleincome","NT$900,001 - NT$1,200,000","No","Lowerincome","少於
NT$300,000","No","","3",4,1,1,0,0,0,0
"113","R_2R7ybrIwisfxirh",0,"1-a","NT$30","14.201",4,8.169,1,5.109,4,"5.745",0,4.587,1,2.567,5,1.723,2,2.162,5,2.213,1,2.536,4,2.492,2,4.121,2,2.607,3,2.015,2,2.993,3,3.248,1,4.255,4,2.499,1,2.95,4,2.181,1,2.306,1,2.217,1,2.401,2,2.978,3,2.333,1,3.878,2,2.79,1,3.097,2,2.82,3,3.181,1,3.096,2,3.57,1,3.261,1,5.877,2,8.611,1,4.41,0,6.179,6,6,6,6,1,6,4,2,4,4,1,2,1,3,1,6,4,3,6,2,3,6,1,5,2,7,7,4,2,6,6,1,7,5,4,4,4,1,4,6,3,2,2,5,6,6,1,1,1,3,7,7,3,2,5,4,4,7,1,4,1,7,7,4,1,5,6,1,6,4,5,5,3,1,5,4,4,2,1,5,6,4,1,4,4,6,2,3,5,6,5,4,6,6,1,4,3,5,6,5,3,4,3,2,6,6,4,4,5,5,6,7,1,4,1,7,7,4,1,4,4,2,5,5,4,4,3,1,4,4,5,5,4,3,3,4,1,5,6,3,6,5,4,4,6,5,7,7,2,4,2,6,7,3,1,3,2,4,7,7,2,3,4,1,2,3,4,4,4,1,4,2,2,2,4,4,4,2,2,2,3,2,4,3,3,2,3,2,4,4,4,4,2,4,2,2,3,2,2,3,2,4,1,2,2,3,3,4,2,4,1,3,2,4,1,5,1,3,1,3,1,4,2,4,1,3,1,4,4,4,4,2,4,1,1,1,1,1,1,1,3,4,3,4,4,4,4,2,1,5,4,2,1,4,5,1,4,5,4,3,1,2,2,2,4,5,2,2,4,5,4,5,4,5,5,3,4,5,5,3,6,6,5,6,4,5,2,19,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","大陸","No","大陸","No","大陸","No","大陸","No",NA,"",8,7,"I don'tknow","少於
NT$300,000","No","I don'tknow","少於
NT$300,000","No","","2",1,1,0,0,0,0,0
"114","R_uthkpZrsIflKdOh",0,"2-b","NT$30","113.665",1,30.618,0,10.831,0,"23.641",1,3.221,0,4.448,1,10.381,0,1880.794,1,5.523,0,2.886,0,2.383,0,2.894,0,4.278,0,5.774,0,31.003,0,2.762,0,1.995,0,2.287,1,4.86,0,220.481,0,1.675,0,3.486,0,4.047,0,2.268,0,5.532,0,2.324,0,1.927,0,2.848,0,2.561,0,4.359,0,21.145,0,2.861,0,3.091,0,2.973,0,2.417,0,2.736,0,16.396,5,4,4,3,3,5,4,5,5,4,3,4,2,5,4,3,3,3,5,4,4,5,3,5,4,5,5,6,5,5,5,2,3,3,6,6,2,2,2,2,5,2,3,2,2,5,4,5,5,2,4,4,5,5,6,4,4,4,3,4,4,4,4,3,3,4,4,5,3,3,4,4,5,4,5,5,2,4,3,5,5,6,5,5,5,2,5,4,5,4,2,4,3,3,6,4,5,3,3,5,4,5,5,4,5,3,6,6,6,4,4,4,2,5,4,4,4,2,2,3,3,5,4,5,2,3,5,3,4,3,4,3,3,4,4,7,6,4,3,2,5,5,4,3,3,3,2,3,5,3,3,4,4,5,4,4,4,3,4,3,5,5,4,2,3,2,3,2,2,2,3,4,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,1,3,1,1,4,2,4,2,2,1,2,4,3,2,4,1,2,1,4,1,4,1,1,1,3,2,4,3,3,1,4,1,4,4,4,4,2,4,1,1,2,1,1,1,2,2,2,1,1,3,1,2,2,1,4,4,3,3,2,4,2,3,3,4,4,2,3,3,2,2,3,2,4,3,3,4,3,3,3,4,3,2,5,4,5,5,5,4,6,3,4,3,26,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","大陸","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",6,7,"Middleincome","NT$300,001 -
Nt$600,000","Yes","Middleincome","NT$300,001 -
Nt$600,000","No","","3",2,2,1,0,0,0,0
"115","R_3sbotR5sy7MOad2",0,"1-c","NT$60","16.146",1,6.181,0,4.072,1,"4.228",1,4.619,0,3.048,3,5.215,1,4.659,1,4.117,2,4.122,0,5.309,0,2.952,1,4.149,0,2.679,1,4.014,2,3.462,0,5.665,1,3.802,2,4.483,0,4.462,1,3.399,0,3.715,2,3.322,2,4.451,3,3.656,3,2.449,1,3.379,0,2.686,1,3.619,3,3.511,0,2.769,2,3.36,2,3.638,2,3.934,3,2.636,2,3.646,0,3.061,3,2,2,2,5,3,4,3,3,4,3,4,4,4,3,4,4,3,3,3,2,2,5,3,3,3,3,5,5,3,4,3,4,3,5,5,4,3,3,3,4,4,4,4,4,5,5,5,5,3,3,2,5,5,3,3,2,2,5,3,5,3,3,4,3,4,4,3,3,3,3,3,5,5,5,5,4,3,3,5,5,5,5,5,5,3,3,3,5,5,4,4,4,4,5,4,4,4,4,5,5,5,5,3,3,3,5,5,3,3,2,2,5,4,3,3,3,4,4,4,4,3,3,3,4,4,4,4,5,5,3,3,3,5,5,3,3,3,2,5,3,5,4,4,4,4,4,4,3,3,3,4,4,5,5,5,5,3,3,3,5,5,2,1,2,2,4,3,2,1,2,2,4,2,2,2,3,3,2,1,1,1,3,2,4,1,3,1,3,4,4,4,2,3,1,1,4,2,1,2,2,4,1,2,1,3,4,2,1,2,1,2,2,4,2,4,1,1,1,2,1,4,1,4,1,4,1,4,4,4,4,1,4,1,1,2,1,1,1,1,2,3,1,2,1,0,0,0,1,1,2,3,3,4,3,5,3,3,3,3,1,3,4,4,5,2,3,4,4,4,5,5,1,2,4,1,2,4,4,6,5,4,3,5,6,5,4,30,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,5,"Middleincome","少於
NT$300,000","No","Lowerincome","少於
NT$300,000","No","","1",1,1,0,0,0,0,0
"116","R_PSyVWv4BW4QKaEV",0,"2-a","NT$60","17.753",6,2.196,4,2.266,4,"2.862",6,2.166,1,4.088,3,2.835,5,3.89,2,2.693,5,2.38,0,2.384,4,6.38,2,2.411,1,2.672,3,2.665,5,2.183,1,4.761,5,2.478,4,2.69,0,3.91,0,2.614,4,2.677,3,3.771,3,3.205,1,3.681,6,3.924,4,5.424,5,3.746,5,4.676,3,3.632,2,4.809,6,2.398,4,4.804,2,4.857,6,2.482,1,3.844,0,5.097,5,2,5,4,3,6,4,5,6,3,4,3,2,5,4,5,3,4,6,6,4,5,2,4,2,6,6,5,5,5,5,2,5,4,5,4,3,4,5,4,5,5,6,3,3,7,6,4,6,2,4,3,6,6,4,4,5,4,3,5,3,4,4,3,3,4,5,5,5,6,3,3,7,5,3,4,2,4,2,6,5,3,3,4,5,6,4,5,3,4,3,4,6,5,2,6,6,3,4,7,5,5,5,2,5,2,6,6,5,4,6,6,2,6,5,4,5,3,3,4,3,5,5,4,4,3,7,5,5,4,3,5,2,6,5,3,4,3,5,4,5,5,3,4,4,4,5,5,5,4,5,3,3,7,6,3,5,2,4,2,7,7,3,2,2,2,2,1,3,2,2,5,2,2,4,2,2,2,2,2,2,2,3,2,3,3,3,1,2,3,4,3,1,3,1,1,3,1,1,4,1,3,1,2,1,3,3,2,2,2,2,2,2,4,2,4,2,2,1,2,1,5,2,5,1,5,1,5,3,5,5,2,4,1,1,2,1,1,2,1,3,3,4,3,3,1,3,2,2,5,4,2,2,3,3,4,4,4,4,3,2,4,3,4,4,3,2,5,4,5,4,4,2,4,5,1,4,6,6,7,2,7,5,6,5,6,3,20,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",7,9,"Middleincome","NT$900,001 - NT$1,200,000","No","Lowerincome","少於
NT$300,000","No","","4",4,1,1,0,0,0,0
"117","R_25BCnCkX9J30mOw",0,"4-b","NT$0","18.222",0,14.654,1,15.497,1,"9.316",2,17.045,0,8.465,1,7.021,0,5.711,1,7.529,2,8.925,0,8.331,0,12.936,2,9.874,0,6.189,0,40.52,1,6.757,0,9.546,0,6.566,1,8.634,0,8.02,1,6.402,0,7.702,0,8.123,1,6.456,2,7.83,3,6.125,1,6.314,0,5.37,1,7.153,0,5.679,1,11.613,2,7.893,0,6.352,2,8.454,2,7.085,0,10.982,0,4.09,1,1,4,1,1,7,7,1,1,3,1,5,4,1,5,5,1,1,6,5,5,6,1,4,3,6,6,6,6,4,5,1,5,2,6,6,3,3,4,4,1,4,4,2,2,4,3,5,5,1,4,2,5,5,5,4,5,5,1,4,2,6,6,3,2,3,5,6,3,3,4,5,5,4,6,4,2,4,2,5,5,4,4,4,4,2,5,5,4,4,3,3,4,4,3,4,3,3,3,5,4,4,5,4,4,3,6,6,2,3,5,1,1,6,6,2,2,3,3,2,2,3,6,6,2,2,3,3,5,3,4,4,4,4,3,6,6,5,5,2,6,2,6,6,3,3,3,3,5,4,4,4,4,5,5,5,6,4,4,2,6,6,3,2,2,4,4,4,2,2,2,2,2,4,3,2,3,2,2,2,2,2,3,2,3,2,3,2,3,3,3,3,2,3,2,2,2,2,2,2,3,4,1,1,1,3,5,3,1,4,1,3,3,5,1,5,1,1,1,4,1,5,1,3,1,4,1,5,5,5,5,3,5,1,1,1,1,1,1,1,3,3,3,4,3,0,4,0,0,5,5,1,2,5,3,1,5,4,5,4,1,4,2,2,5,4,2,4,5,5,5,4,2,3,5,2,3,3,7,4,6,5,6,6,4,5,2,21,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",3,7,"Lowerincome","NT$600,001 -
NT$900,000","No","Lowerincome","少於
NT$300,000","No","","3",3,1,0,0,0,0,0
"118","R_XB2AMgTZb99OFHP",0,"2-c","NT$0","8.715",0,2.341,0,2.013,0,"2.237",0,1.98,0,1.699,0,1.952,0,5.024,0,1.527,0,2.965,0,1.723,0,2.229,0,1.9,0,2.034,0,2.117,0,2.05,0,2.2,0,2.257,0,2.025,0,1.97,0,1.855,0,3.17,0,1.922,0,2.117,0,3.025,0,1.626,0,1.378,0,1.646,0,2.314,0,1.653,0,2.818,0,3.291,0,2.731,0,3.042,0,3.808,0,3.042,0,4.186,4,1,5,5,3,5,4,5,5,4,1,3,4,4,2,3,5,5,2,4,3,2,1,6,6,4,4,5,2,6,6,1,6,4,4,5,4,1,2,4,5,2,2,4,5,2,4,2,4,5,3,5,4,4,4,1,3,3,4,3,4,2,4,5,3,7,3,1,6,5,3,4,5,2,3,5,4,3,2,6,6,5,2,2,4,5,2,2,5,6,4,1,5,5,2,5,4,4,4,3,2,3,3,3,3,5,4,4,3,2,4,2,3,4,4,3,3,4,1,3,5,3,3,4,4,4,3,2,3,4,4,5,5,5,5,5,2,4,6,3,3,2,6,6,5,2,3,6,3,2,2,5,6,3,2,3,4,4,3,5,4,4,2,2,2,3,3,4,2,2,1,3,3,2,2,4,3,2,2,1,1,1,4,4,4,2,2,1,4,4,4,4,3,2,1,1,2,2,1,3,1,4,1,2,1,3,4,2,2,2,1,2,2,2,3,5,1,2,1,2,1,5,3,4,1,2,1,5,4,4,4,2,3,1,1,2,1,1,2,1,3,3,2,3,3,1,1,2,1,5,2,5,4,1,2,5,3,5,1,2,5,5,5,4,1,3,2,3,2,3,4,1,1,2,1,1,2,2,1,3,1,6,6,4,5,7,1,24,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,7,"Middleincome","NT$900,001 - NT$1,200,000","No","I don'tknow","少於
NT$300,000","Yes","也是要分錢給這些不同臉的人，但每一輪得到的錢都不一樣，然後分錢以前沒有先看這些圖片","2",4,1,1,0,0,0,1
"119","R_24ip4JsaIjf35b9",0,"1-c","NT$30","15.671",2,11.687,1,11.967,3,"4.3",0,4.3,3,6.332,1,7.85,0,3.24,2,26.759,1,4.253,3,3.112,4,5.057,0,3.729,0,2.662,1,2.5,2,2.619,1,2.8,3,4.799,1,3.959,0,4.568,2,2.521,1,3.393,2,4.337,3,2.951,4,3.197,0,2.592,1,2.837,0,3.532,0,4.67,2,3.379,1,5.294,0,3.501,4,3.322,1,2.564,2,4.53,1,3.176,0,4.024,3,2,2,2,4,1,5,5,4,3,3,4,4,4,4,4,3,3,3,2,5,4,2,5,3,4,4,1,4,1,1,4,5,5,3,2,4,1,4,4,4,3,2,3,2,7,4,6,6,4,3,3,6,5,3,2,1,2,4,5,4,5,4,4,1,4,4,4,5,4,2,3,5,1,5,5,3,3,4,4,5,1,4,1,1,4,4,6,2,2,4,2,4,5,4,5,4,3,3,7,2,5,5,4,4,3,6,6,3,1,4,4,2,3,3,5,4,3,3,3,3,5,4,5,4,3,5,2,6,6,4,5,4,5,4,4,2,5,3,4,5,5,3,2,4,3,5,3,4,4,4,4,3,6,2,5,5,2,3,3,5,6,3,3,4,2,3,2,2,2,2,4,2,2,2,3,3,2,1,3,2,3,4,4,3,3,2,2,2,3,3,2,2,2,1,1,4,2,3,3,2,4,2,2,2,3,4,4,2,2,2,2,2,3,1,3,1,1,2,3,2,3,2,3,2,3,2,4,5,3,3,1,3,1,1,2,1,1,2,2,0,2,0,3,3,2,4,2,0,4,4,2,5,4,4,1,4,3,5,4,2,2,2,4,3,4,2,2,5,5,5,2,3,3,5,2,2,3,2,6,6,4,7,6,5,5,5,18,"其他（請註明）","臺灣人","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",7,8,"Middleincome","少於
NT$300,000","No","Lowerincome","少於
NT$300,000","No","","1",1,1,0,0,1,0,0
"120","R_ALJfsPOCsZgvOSt",0,"1-c","NT$30","28.341",1,9.644,1,4.643,1,"5.166",3,4.603,3,5.194,1,4.285,1,7.099,6,6.171,0,13.6,0,3.084,6,5.432,1,5.12,0,6.525,1,7.39,0,4.731,0,2.799,0,5.135,2,14.098,0,3.379,0,4.019,0,4.86,3,6.144,1,4.172,1,5.079,2,4.338,2,5.804,1,9.373,0,5.962,0,13.801,0,4.802,1,6.434,0,7.425,1,7.96,2,9.142,0,10.844,0,9.992,5,4,5,5,2,6,5,5,5,3,2,3,3,6,2,3,5,5,7,5,5,6,4,6,5,6,6,5,4,5,5,5,3,4,5,5,1,1,2,2,7,5,5,2,2,7,7,4,4,2,5,4,7,6,6,6,6,6,4,6,2,7,7,2,3,3,4,6,5,3,4,4,7,6,5,5,2,7,4,5,6,3,3,3,4,6,3,4,5,5,2,4,4,3,7,2,2,5,5,7,7,6,6,3,7,1,7,7,5,5,5,5,4,5,5,5,4,1,1,3,4,7,4,4,3,4,7,7,7,7,2,6,3,7,7,4,3,7,5,5,3,4,4,5,1,1,3,3,6,2,3,3,4,6,6,5,4,4,5,3,5,5,3,1,2,2,2,2,2,1,3,4,2,2,1,4,2,3,3,1,2,1,3,3,2,2,2,1,2,2,3,3,2,2,2,1,4,1,1,3,1,4,1,1,1,2,3,4,1,4,1,2,1,4,1,4,1,2,1,2,1,4,2,3,1,3,1,5,5,5,2,2,4,1,1,1,1,1,1,1,1,3,2,1,4,3,3,3,3,3,5,1,1,5,5,2,4,4,5,5,2,1,1,2,3,5,1,2,5,5,5,5,4,3,5,3,3,6,4,2,7,6,1,7,6,1,4,21,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",6,5,"Upper-Middleincome","NT$1,200,001 -
NT$1,500,000","No","I don'tknow","少於
NT$300,000","No","","2",5,1,0,0,0,0,0
"121","R_2YVD0Ty1jubF885",0,"4-a","NT$60","42.919",3,1.947,2,17.408,1,"3.684",0,3.797,1,4.776,1,3.263,2,3.731,4,2.51,3,4.461,3,4.141,4,4.019,2,5.03,3,6.823,2,8.73,1,6.113,1,3.772,0,6.784,2,4.242,1,4.5,2,5.398,3,3.967,3,2.445,2,6.883,2,3.973,0,6.212,5,2.973,4,2.473,1,4.943,1,8.601,3,3.64,2,3.954,1,6.786,2,3.946,3,3.39,1,9.97,0,11.978,5,5,6,5,2,6,4,4,5,3,2,4,4,2,3,4,3,4,6,6,4,4,1,4,3,6,6,6,6,4,5,1,2,2,6,5,4,4,5,5,5,4,4,3,5,4,4,2,3,3,5,3,5,4,5,4,4,5,3,4,4,5,5,3,3,4,5,3,4,5,3,3,6,1,2,2,4,4,4,5,5,5,3,4,4,3,5,5,5,5,5,3,5,5,4,5,3,4,5,6,5,5,5,3,5,3,5,5,5,4,5,5,4,5,4,3,4,3,3,6,6,3,5,5,3,4,6,6,4,4,3,5,3,6,6,5,5,5,5,4,3,3,5,5,4,3,4,4,6,4,4,3,4,5,5,5,5,2,6,4,5,5,3,2,3,1,4,3,3,2,3,2,3,2,3,3,3,2,2,1,2,2,4,2,3,2,3,2,4,3,4,4,1,3,1,1,3,1,1,2,2,4,1,2,2,4,4,4,2,3,2,4,1,4,2,4,2,2,1,2,1,4,2,4,1,3,1,4,4,5,5,1,4,1,1,2,1,1,2,1,1,3,2,2,3,1,1,1,1,5,3,2,3,4,5,2,2,3,4,2,2,2,2,4,4,3,3,4,5,2,4,3,4,2,2,4,2,5,4,2,7,7,1,5,6,2,1,19,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,4,"Upper-Middleincome","超過
NT$3,000,000","No","Lowerincome","少於
NT$300,000","No","","4",8,1,0,0,0,0,0
